            7.38300E+03   1.10807E+04   1.67325E+04   2.57537E+04   3.98450E+04   6.15057E+04   9.47779E+04   1.45953E+05   2.24634E+05   3.45463E+05   5.30755E+05   8.14387E+05   1.24755E+06   1.90710E+06   2.90745E+06   4.41692E+06   6.67911E+06   1.00384E+07   1.49643E+07   2.20609E+07   3.20268E+07   4.54969E+07   6.26508E+07   8.24866E+07   1.01946E+08   1.15863E+08   1.19371E+08   1.12604E+08   1.02833E+08   9.85477E+07   9.97944E+07
            7.39970E+03   1.11057E+04   1.67702E+04   2.58115E+04   3.99341E+04   6.16429E+04   9.49887E+04   1.46277E+05   2.25130E+05   3.46225E+05   5.31921E+05   8.16171E+05   1.25028E+06   1.91126E+06   2.91378E+06   4.42651E+06   6.69359E+06   1.00601E+07   1.49967E+07   2.21088E+07   3.20965E+07   4.55962E+07   6.27876E+07   8.26659E+07   1.02164E+08   1.16105E+08   1.19613E+08   1.12830E+08   1.03045E+08   9.87554E+07   9.99978E+07

ah          3.10776E-14   5.02973E-14   8.17457E-14   1.31307E-13   2.10277E-13   3.40769E-13   5.65318E-13   9.68120E-13   1.72388E-12   3.20999E-12   6.26639E-12   1.28029E-11   2.72283E-11   5.98234E-11   1.34721E-10   3.08797E-10   7.16384E-10   1.67502E-09   3.93504E-09   9.26684E-09   2.18348E-08   5.13801E-08   1.20464E-07   2.80495E-07   6.45923E-07   1.46505E-06   3.26502E-06   7.14462E-06   1.53167E-05   3.18810E-05   6.32415E-05
            3.21442E-14   5.20068E-14   8.44871E-14   1.35621E-13   2.16971E-13   3.51112E-13   5.81331E-13   9.93012E-13   1.76277E-12   3.27122E-12   6.36378E-12   1.29602E-11   2.74877E-11   6.02637E-11   1.35496E-10   3.10220E-10   7.19120E-10   1.68053E-09   3.94660E-09   9.29195E-09   2.18908E-08   5.15076E-08   1.20758E-07   2.81172E-07   6.47480E-07   1.46860E-06   3.27302E-06   7.16237E-06   1.53552E-05   3.19610E-05   6.33976E-05
            3.32529E-14   5.37838E-14   8.73367E-14   1.40106E-13   2.23928E-13   3.61860E-13   5.97968E-13   1.01887E-12   1.80315E-12   3.33473E-12   6.46468E-12   1.31229E-11   2.77555E-11   6.07169E-11   1.36291E-10   3.11673E-10   7.21904E-10   1.68611E-09   3.95828E-09   9.31725E-09   2.19472E-08   5.16355E-08   1.21051E-07   2.81850E-07   6.49040E-07   1.47216E-06   3.28103E-06   7.18013E-06   1.53937E-05   3.20410E-05   6.35537E-05
            3.44101E-14   5.56383E-14   9.03105E-14   1.44786E-13   2.31187E-13   3.73072E-13   6.15320E-13   1.04582E-12   1.84523E-12   3.40086E-12   6.56963E-12   1.32918E-11   2.80329E-11   6.11850E-11   1.37108E-10   3.13163E-10   7.24744E-10   1.69178E-09   3.97009E-09   9.34277E-09   2.20039E-08   5.17640E-08   1.21346E-07   2.82530E-07   6.50603E-07   1.47572E-06   3.28904E-06   7.19792E-06   1.54322E-05   3.21210E-05   6.37100E-05
            3.56229E-14   5.75818E-14   9.34268E-14   1.49689E-13   2.38792E-13   3.84818E-13   6.33493E-13   1.07404E-12   1.88926E-12   3.46999E-12   6.67921E-12   1.34679E-11   2.83214E-11   6.16701E-11   1.37953E-10   3.14693E-10   7.27647E-10   1.69755E-09   3.98206E-09   9.36853E-09   2.20610E-08   5.18931E-08   1.21642E-07   2.83212E-07   6.52169E-07   1.47928E-06   3.29707E-06   7.21573E-06   1.54708E-05   3.22012E-05   6.38664E-05
            3.68994E-14   5.96275E-14   9.67067E-14   1.54850E-13   2.46795E-13   3.97177E-13   6.52608E-13   1.10371E-12   1.93553E-12   3.54258E-12   6.79411E-12   1.36522E-11   2.86225E-11   6.21748E-11   1.38827E-10   3.16270E-10   7.30623E-10   1.70343E-09   3.99420E-09   9.39457E-09   2.21185E-08   5.20230E-08   1.21939E-07   2.83895E-07   6.53738E-07   1.48286E-06   3.30511E-06   7.23357E-06   1.55094E-05   3.22814E-05   6.40229E-05
            3.82491E-14   6.17904E-14   1.00175E-13   1.60306E-13   2.55255E-13   4.10238E-13   6.72807E-13   1.13506E-12   1.98437E-12   3.61913E-12   6.91513E-12   1.38459E-11   2.89381E-11   6.27020E-11   1.39736E-10   3.17900E-10   7.33681E-10   1.70944E-09   4.00655E-09   9.42092E-09   2.21765E-08   5.21536E-08   1.22238E-07   2.84581E-07   6.55311E-07   1.48643E-06   3.31316E-06   7.25143E-06   1.55481E-05   3.23618E-05   6.41796E-05
            3.96832E-14   6.40883E-14   1.03859E-13   1.66101E-13   2.64241E-13   4.24109E-13   6.94250E-13   1.16832E-12   2.03617E-12   3.70024E-12   7.04318E-12   1.40505E-11   2.92705E-11   6.32550E-11   1.40685E-10   3.19593E-10   7.36836E-10   1.71560E-09   4.01913E-09   9.44764E-09   2.22351E-08   5.22852E-08   1.22538E-07   2.85269E-07   6.56888E-07   1.49002E-06   3.32123E-06   7.26932E-06   1.55868E-05   3.24422E-05   6.43363E-05
            4.12142E-14   6.65415E-14   1.07792E-13   1.72288E-13   2.73833E-13   4.38912E-13   7.17129E-13   1.20378E-12   2.09137E-12   3.78661E-12   7.17933E-12   1.42675E-11   2.96222E-11   6.38377E-11   1.41680E-10   3.21356E-10   7.40100E-10   1.72193E-09   4.03197E-09   9.47478E-09   2.22943E-08   5.24178E-08   1.22840E-07   2.85961E-07   6.58471E-07   1.49362E-06   3.32932E-06   7.28724E-06   1.56256E-05   3.25227E-05   6.44933E-05
