            1.50746E-15   2.33083E-15   4.73100E-15   9.76515E-15   1.80197E-14   2.96504E-14   4.53677E-14   6.77338E-14   1.01977E-13   1.56682E-13   2.45831E-13   3.93917E-13   6.46630E-13   1.09289E-12   1.91120E-12   3.46864E-12   6.53189E-12   1.27147E-11   2.54113E-11   5.16943E-11   1.06038E-10   2.17272E-10   4.40808E-10   8.78791E-10   1.71150E-09   3.24500E-09   5.98347E-09   1.07350E-08   1.87239E-08   3.15326E-08   5.04967E-08
            1.56850E-15   2.42512E-15   4.92218E-15   1.01594E-14   1.87461E-14   3.08416E-14   4.71776E-14   7.04025E-14   1.05917E-13   1.62565E-13   2.54695E-13   4.07337E-13   6.67002E-13   1.12389E-12   1.95857E-12   3.54139E-12   6.64454E-12   1.28911E-11   2.56916E-11   5.21479E-11   1.06787E-10   2.18535E-10   4.42976E-10   8.82559E-10   1.71808E-09   3.25647E-09   6.00328E-09   1.07687E-08   1.87805E-08   3.16250E-08   5.06413E-08
            1.63338E-15   2.52529E-15   5.12524E-15   1.05781E-14   1.95175E-14   3.21067E-14   4.91002E-14   7.32378E-14   1.10104E-13   1.68817E-13   2.64114E-13   4.21595E-13   6.88640E-13   1.15681E-12   2.00881E-12   3.61848E-12   6.76374E-12   1.30774E-11   2.59868E-11   5.26238E-11   1.07570E-10   2.19848E-10   4.45221E-10   8.86442E-10   1.72483E-09   3.26819E-09   6.02347E-09   1.08031E-08   1.88379E-08   3.17187E-08   5.07876E-08
            1.70279E-15   2.63249E-15   5.34257E-15   1.10263E-14   2.03432E-14   3.34607E-14   5.11577E-14   7.62717E-14   1.14583E-13   1.75504E-13   2.74188E-13   4.36839E-13   7.11765E-13   1.19196E-12   2.06243E-12   3.70067E-12   6.89062E-12   1.32752E-11   2.62994E-11   5.31260E-11   1.08392E-10   2.21222E-10   4.47555E-10   8.90460E-10   1.73179E-09   3.28022E-09   6.04412E-09   1.08381E-08   1.88964E-08   3.18138E-08   5.09359E-08
            1.77752E-15   2.74790E-15   5.57656E-15   1.15088E-14   2.12322E-14   3.49186E-14   5.33729E-14   7.95379E-14   1.19405E-13   1.82702E-13   2.85029E-13   4.53241E-13   7.36637E-13   1.22976E-12   2.12003E-12   3.78886E-12   7.02653E-12   1.34867E-11   2.66325E-11   5.36590E-11   1.09261E-10   2.22665E-10   4.49994E-10   8.94636E-10   1.73899E-09   3.29261E-09   6.06530E-09   1.08739E-08   1.89560E-08   3.19106E-08   5.10867E-08
            1.85853E-15   2.87301E-15   5.83022E-15   1.20318E-14   2.21959E-14   3.64989E-14   5.57741E-14   8.30783E-14   1.24630E-13   1.90503E-13   2.96776E-13   4.71009E-13   7.63569E-13   1.27066E-12   2.18232E-12   3.88410E-12   7.17307E-12   1.37141E-11   2.69897E-11   5.42283E-11   1.10184E-10   2.24190E-10   4.52557E-10   8.98998E-10   1.74646E-09   3.30541E-09   6.08710E-09   1.09107E-08   1.90170E-08   3.20095E-08   5.12403E-08
            1.94695E-15   3.00957E-15   6.10707E-15   1.26027E-14   2.32477E-14   3.82237E-14   5.83949E-14   8.69422E-14   1.30334E-13   1.99015E-13   3.09592E-13   4.90388E-13   7.92935E-13   1.31523E-12   2.25014E-12   3.98768E-12   7.33218E-12   1.39605E-11   2.73754E-11   5.48406E-11   1.11172E-10   2.25813E-10   4.55266E-10   9.03581E-10   1.75426E-09   3.31871E-09   6.10965E-09   1.09485E-08   1.90797E-08   3.21106E-08   5.13972E-08
            2.04418E-15   3.15973E-15   6.41153E-15   1.32305E-14   2.44044E-14   4.01205E-14   6.12767E-14   9.11906E-14   1.36603E-13   2.08371E-13   3.23676E-13   5.11681E-13   8.25186E-13   1.36416E-12   2.32452E-12   4.10116E-12   7.50620E-12   1.42293E-11   2.77949E-11   5.55037E-11   1.12237E-10   2.27550E-10   4.58149E-10   9.08424E-10   1.76246E-09   3.33260E-09   6.13308E-09   1.09877E-08   1.91442E-08   3.22146E-08   5.15581E-08
            2.15188E-15   3.32605E-15   6.74871E-15   1.39258E-14   2.56853E-14   4.22210E-14   6.44680E-14   9.58953E-14   1.43546E-13   2.18731E-13   3.39269E-13   5.35248E-13   8.60872E-13   1.41826E-12   2.40672E-12   4.22641E-12   7.69794E-12   1.45249E-11   2.82546E-11   5.62274E-11   1.13392E-10   2.29425E-10   4.61238E-10   9.13578E-10   1.77112E-09   3.34719E-09   6.15755E-09   1.10284E-08   1.92111E-08   3.23219E-08   5.17237E-08
            2.27209E-15   3.51167E-15   7.12502E-15   1.47017E-14   2.71148E-14   4.45652E-14   6.80296E-14   1.01146E-13   1.51294E-13   2.30292E-13   3.56666E-13   5.61536E-13   9.00662E-13   1.47856E-12   2.49825E-12   4.36572E-12   7.91088E-12   1.48523E-11   2.87624E-11   5.70234E-11   1.14657E-10   2.31464E-10   4.64574E-10   9.19102E-10   1.78034E-09   3.36261E-09   6.18327E-09   1.10710E-08   1.92807E-08   3.24332E-08   5.18948E-08
            2.40733E-15   3.72053E-15   7.54846E-15   1.55749E-14   2.87235E-14   4.72029E-14   7.20369E-14   1.07052E-13   1.60010E-13   2.43294E-13   3.76228E-13   5.91089E-13   9.45378E-13   1.54629E-12   2.60098E-12   4.52192E-12   8.14926E-12   1.52181E-11   2.93278E-11   5.79063E-11   1.16052E-10   2.33700E-10   4.68206E-10   9.25072E-10   1.79023E-09   3.37903E-09   6.21048E-09   1.11158E-08   1.93535E-08   3.25492E-08   5.20727E-08
            2.56068E-15   3.95733E-15   8.02850E-15   1.65647E-14   3.05470E-14   5.01931E-14   7.65797E-14   1.13749E-13   1.69889E-13   2.58031E-13   3.98400E-13   6.24576E-13   9.96030E-13   1.62298E-12   2.71721E-12   4.69847E-12   8.41829E-12   1.56300E-11   2.99628E-11   5.88938E-11   1.17605E-10   2.36173E-10   4.72194E-10   9.31577E-10   1.80093E-09   3.39666E-09   6.23950E-09   1.11633E-08   1.94304E-08   3.26710E-08   5.22587E-08
            2.73593E-15   4.22792E-15   8.57703E-15   1.76957E-14   3.26307E-14   5.36098E-14   8.17704E-14   1.21399E-13   1.81177E-13   2.74869E-13   4.23727E-13   6.62822E-13   1.05387E-12   1.71049E-12   2.84979E-12   4.89964E-12   8.72441E-12   1.60978E-11   3.06819E-11   6.00080E-11   1.19349E-10   2.38932E-10   4.76614E-10   9.38731E-10   1.81259E-09   3.41575E-09   6.27070E-09   1.12140E-08   1.95119E-08   3.27997E-08   5.24544E-08
            2.93779E-15   4.53965E-15   9.20898E-15   1.89988E-14   3.50313E-14   5.75461E-14   8.77501E-14   1.30213E-13   1.94179E-13   2.94259E-13   4.52889E-13   7.06850E-13   1.12042E-12   1.81117E-12   3.00220E-12   5.13070E-12   9.07556E-12   1.66334E-11   3.15031E-11   6.12759E-11   1.21323E-10   2.42040E-10   4.81558E-10   9.46673E-10   1.82544E-09   3.43661E-09   6.30454E-09   1.12686E-08   1.95993E-08   3.29368E-08   5.26620E-08
            3.17204E-15   4.90137E-15   9.94226E-15   2.05108E-14   3.78168E-14   6.21134E-14   9.46885E-14   1.40439E-13   2.09264E-13   3.16755E-13   4.86719E-13   7.57917E-13   1.19761E-12   1.92787E-12   3.17877E-12   5.39818E-12   9.48158E-12   1.72516E-11   3.24487E-11   6.27310E-11   1.23580E-10   2.45572E-10   4.87139E-10   9.55573E-10   1.83973E-09   3.45963E-09   6.34161E-09   1.13280E-08   1.96938E-08   3.30841E-08   5.28841E-08
            3.44586E-15   5.32419E-15   1.07994E-14   2.22781E-14   4.10727E-14   6.74520E-14   1.02798E-13   1.52391E-13   2.26895E-13   3.43047E-13   5.26252E-13   8.17584E-13   1.28776E-12   2.06415E-12   3.38485E-12   5.71013E-12   9.95459E-12   1.79708E-11   3.35462E-11   6.44149E-11   1.26181E-10   2.49622E-10   4.93500E-10   9.65644E-10   1.85578E-09   3.48529E-09   6.38261E-09   1.13933E-08   1.97968E-08   3.32439E-08   5.31237E-08
            3.76808E-15   5.82172E-15   1.18079E-14   2.43577E-14   4.49039E-14   7.37338E-14   1.12341E-13   1.66454E-13   2.47639E-13   3.73980E-13   5.72762E-13   8.87771E-13   1.39380E-12   2.22438E-12   3.62704E-12   6.07650E-12   1.05096E-11   1.88134E-11   3.48296E-11   6.63786E-11   1.29203E-10   2.54305E-10   5.00814E-10   9.77149E-10   1.87398E-09   3.51416E-09   6.42842E-09   1.14658E-08   1.99104E-08   3.34191E-08   5.33850E-08
            4.14854E-15   6.40921E-15   1.29989E-14   2.68134E-14   4.94279E-14   8.11518E-14   1.23609E-13   1.83061E-13   2.72133E-13   4.10501E-13   6.27668E-13   9.70620E-13   1.51893E-12   2.41342E-12   3.91269E-12   6.50834E-12   1.11632E-11   1.98045E-11   3.63366E-11   6.86788E-11   1.32732E-10   2.59751E-10   5.09273E-10   9.90373E-10   1.89476E-09   3.54690E-09   6.48000E-09   1.15468E-08   2.00366E-08   3.36124E-08   5.36719E-08

dah         8.58560E-06   2.07366E-05   3.45993E-05   4.26482E-05   4.26719E-05   3.85493E-05   3.52343E-05   3.47570E-05   3.64943E-05   3.94453E-05   4.34280E-05   4.89739E-05   5.70301E-05   6.89249E-05   8.65240E-05   1.12465E-04   1.50423E-04   2.05359E-04   2.83630E-04   3.92743E-04   5.40436E-04   7.32810E-04   9.71707E-04   1.25246E-03   1.56385E-03   1.89105E-03   2.21927E-03   2.53069E-03   2.78341E-03   2.88184E-03   2.70376E-03
            8.92028E-06   2.15451E-05   3.59479E-05   4.43081E-05   4.43254E-05   4.00267E-05   3.65557E-05   3.60194E-05   3.77659E-05   4.07460E-05   4.47552E-05   5.03239E-05   5.84046E-05   7.03313E-05   8.79749E-05   1.13980E-04   1.52030E-04   2.07098E-04   2.85556E-04   3.94930E-04   5.42975E-04   7.35806E-04   9.75270E-04   1.25669E-03   1.56881E-03   1.89678E-03   2.22575E-03   2.53788E-03   2.79114E-03   2.88971E-03   2.71105E-03
            9.27028E-06   2.23905E-05   3.73582E-05   4.60439E-05   4.60545E-05   4.15714E-05   3.79372E-05   3.73390E-05   3.90951E-05   4.21054E-05   4.61419E-05   5.17340E-05   5.98395E-05   7.17981E-05   8.94864E-05   1.15555E-04   1.53698E-04   2.08899E-04   2.87545E-04   3.97179E-04   5.45576E-04   7.38864E-04   9.78895E-04   1.26098E-03   1.57383E-03   1.90257E-03   2.23230E-03   2.54513E-03   2.79893E-03   2.89763E-03   2.71838E-03
            9.63794E-06   2.32787E-05   3.88397E-05   4.78675E-05   4.78712E-05   4.31946E-05   3.93891E-05   3.87260E-05   4.04920E-05   4.35337E-05   4.75985E-05   5.32144E-05   6.13450E-05   7.33359E-05   9.10691E-05   1.17202E-04   1.55437E-04   2.10771E-04   2.89604E-04   3.99500E-04   5.48249E-04   7.41995E-04   9.82593E-04   1.26534E-03   1.57892E-03   1.90843E-03   2.23891E-03   2.55245E-03   2.80679E-03   2.90562E-03   2.72576E-03
            1.00270E-05   2.42186E-05   4.04073E-05   4.97969E-05   4.97930E-05   4.49113E-05   4.09241E-05   4.01918E-05   4.19679E-05   4.50424E-05   4.91367E-05   5.47772E-05   6.29334E-05   7.49567E-05   9.27350E-05   1.18933E-04   1.57261E-04   2.12727E-04   2.91748E-04   4.01905E-04   5.51006E-04   7.45210E-04   9.86375E-04   1.26979E-03   1.58410E-03   1.91437E-03   2.24561E-03   2.55985E-03   2.81473E-03   2.91367E-03   2.73320E-03
            1.04402E-05   2.52166E-05   4.20720E-05   5.18459E-05   5.18342E-05   4.67350E-05   4.25552E-05   4.17497E-05   4.35366E-05   4.66458E-05   5.07709E-05   5.64368E-05   6.46189E-05   7.66749E-05   9.44986E-05   1.20761E-04   1.59182E-04   2.14781E-04   2.93991E-04   4.04409E-04   5.53862E-04   7.48524E-04   9.90257E-04   1.27433E-03   1.58938E-03   1.92041E-03   2.25241E-03   2.56735E-03   2.82275E-03   2.92181E-03   2.74071E-03
            1.08824E-05   2.62848E-05   4.38540E-05   5.40391E-05   5.40188E-05   4.86866E-05   4.43002E-05   4.34161E-05   4.52141E-05   4.83600E-05   5.25176E-05   5.82097E-05   6.64182E-05   7.85074E-05   9.63768E-05   1.22704E-04   1.61218E-04   2.16951E-04   2.96349E-04   4.07028E-04   5.56835E-04   7.51955E-04   9.94256E-04   1.27900E-03   1.59478E-03   1.92657E-03   2.25932E-03   2.57496E-03   2.83089E-03   2.93004E-03   2.74831E-03
            1.13586E-05   2.74350E-05   4.57724E-05   5.64004E-05   5.63709E-05   5.07878E-05   4.61790E-05   4.52100E-05   4.70197E-05   5.02047E-05   5.43965E-05   6.01159E-05   6.83516E-05   8.04743E-05   9.83897E-05   1.24782E-04   1.63390E-04   2.19256E-04   2.98843E-04   4.09784E-04   5.59944E-04   7.55523E-04   9.98391E-04   1.28379E-03   1.60031E-03   1.93286E-03   2.26637E-03   2.58269E-03   2.83914E-03   2.93839E-03   2.75600E-03
            1.18747E-05   2.86819E-05   4.78523E-05   5.89602E-05   5.89207E-05   5.30654E-05   4.82152E-05   4.71540E-05   4.89761E-05   5.22029E-05   5.64312E-05   6.21792E-05   7.04427E-05   8.25994E-05   1.00561E-04   1.27020E-04   1.65721E-04   2.21721E-04   3.01498E-04   4.12701E-04   5.63214E-04   7.59252E-04   1.00269E-03   1.28876E-03   1.60600E-03   1.93932E-03   2.27357E-03   2.59058E-03   2.84755E-03   2.94687E-03   2.76380E-03
            1.24381E-05   3.00427E-05   5.01221E-05   6.17540E-05   6.17035E-05   5.55512E-05   5.04376E-05   4.92754E-05   5.11107E-05   5.43828E-05   5.86501E-05   6.44281E-05   7.27202E-05   8.49116E-05   1.02920E-04   1.29445E-04   1.68241E-04   2.24375E-04   3.04341E-04   4.15807E-04   5.66674E-04   7.63171E-04   1.00717E-03   1.29391E-03   1.61188E-03   1.94596E-03   2.28096E-03   2.59865E-03   2.85612E-03   2.95551E-03   2.77174E-03
            1.30577E-05   3.15394E-05   5.26186E-05   6.48265E-05   6.47637E-05   5.82845E-05   5.28807E-05   5.16072E-05   5.34566E-05   5.67779E-05   6.10873E-05   6.68971E-05   7.52189E-05   8.74456E-05   1.05502E-04   1.32093E-04   1.70984E-04   2.27253E-04   3.07409E-04   4.19137E-04   5.70359E-04   7.67315E-04   1.01189E-03   1.29928E-03   1.61799E-03   1.95282E-03   2.28856E-03   2.60694E-03   2.86490E-03   2.96433E-03   2.77984E-03
            1.37438E-05   3.31968E-05   5.53830E-05   6.82289E-05   6.81527E-05   6.13114E-05   5.55863E-05   5.41894E-05   5.60540E-05   5.94292E-05   6.37844E-05   6.96281E-05   7.79807E-05   9.02435E-05   1.08348E-04   1.35006E-04   1.73992E-04   2.30397E-04   3.10743E-04   4.22736E-04   5.74311E-04   7.71727E-04   1.01687E-03   1.30493E-03   1.62436E-03   1.95995E-03   2.29643E-03   2.61548E-03   2.87392E-03   2.97338E-03   2.78812E-03
            1.45094E-05   3.50463E-05   5.84681E-05   7.20260E-05   7.19348E-05   6.46894E-05   5.86057E-05   5.70708E-05   5.89521E-05   6.23868E-05   6.67921E-05   7.26722E-05   8.10571E-05   9.33569E-05   1.11510E-04   1.38236E-04   1.77319E-04   2.33859E-04   3.14397E-04   4.26653E-04   5.78584E-04   7.76461E-04   1.02217E-03   1.31089E-03   1.63106E-03   1.96740E-03   2.30461E-03   2.62432E-03   2.88323E-03   2.98269E-03   2.79662E-03
            1.53711E-05   3.71277E-05   6.19398E-05   7.62988E-05   7.61904E-05   6.84900E-05   6.20022E-05   6.03114E-05   6.22108E-05   6.57118E-05   7.01724E-05   7.60919E-05   8.45108E-05   9.68488E-05   1.15052E-04   1.41847E-04   1.81026E-04   2.37704E-04   3.18433E-04   4.30954E-04   5.83241E-04   7.81578E-04   1.02786E-03   1.31724E-03   1.63813E-03   1.97522E-03   2.31317E-03   2.63353E-03   2.89289E-03   2.99232E-03   2.80540E-03
            1.63478E-05   3.94871E-05   6.58754E-05   8.11426E-05   8.10148E-05   7.27986E-05   6.58526E-05   6.39849E-05   6.59044E-05   6.94797E-05   7.40020E-05   7.99645E-05   8.84194E-05   1.00797E-04   1.19051E-04   1.45916E-04   1.85193E-04   2.42008E-04   3.22931E-04   4.35717E-04   5.88361E-04   7.87159E-04   1.03401E-03   1.32405E-03   1.64567E-03   1.98350E-03   2.32217E-03   2.64317E-03   2.90297E-03   3.00233E-03   2.81450E-03
            1.74638E-05   4.21830E-05   7.03722E-05   8.66771E-05   8.65272E-05   7.77216E-05   7.02520E-05   6.81820E-05   7.01240E-05   7.37836E-05   7.83751E-05   8.43849E-05   9.28783E-05   1.05297E-04   1.23604E-04   1.50540E-04   1.89916E-04   2.46870E-04   3.27986E-04   4.41040E-04   5.94040E-04   7.93300E-04   1.04072E-03   1.33143E-03   1.65376E-03   1.99234E-03   2.33172E-03   2.65335E-03   2.91355E-03   3.01280E-03   2.82398E-03
            1.87497E-05   4.52891E-05   7.55532E-05   9.30536E-05   9.28779E-05   8.33926E-05   7.53192E-05   7.30153E-05   7.49825E-05   7.87381E-05   8.34081E-05   8.94706E-05   9.80055E-05   1.10468E-04   1.28828E-04   1.55837E-04   1.95314E-04   2.52408E-04   3.33719E-04   4.47041E-04   6.00400E-04   8.00122E-04   1.04811E-03   1.33948E-03   1.66254E-03   2.00185E-03   2.34193E-03   2.66417E-03   2.92474E-03   3.02384E-03   2.83394E-03
            2.02416E-05   4.88931E-05   8.15647E-05   1.00452E-04   1.00247E-04   8.99729E-05   8.11986E-05   7.86231E-05   8.06189E-05   8.44852E-05   8.92450E-05   9.53666E-05   1.03947E-04   1.16455E-04   1.34872E-04   1.61955E-04   2.01533E-04   2.58770E-04   3.40278E-04   4.53868E-04   6.07587E-04   8.07773E-04   1.05633E-03   1.34836E-03   1.67213E-03   2.01217E-03   2.35294E-03   2.67577E-03   2.93669E-03   3.03555E-03   2.84448E-03
            2.19855E-05   5.31058E-05   8.85915E-05   1.09100E-04   1.08860E-04   9.76642E-05   8.80705E-05   8.51770E-05   8.72058E-05   9.12004E-05   9.60637E-05   1.02252E-04   1.10882E-04   1.23439E-04   1.41915E-04   1.69075E-04   2.08757E-04   2.66137E-04   3.47844E-04   4.61706E-04   6.15786E-04   8.16437E-04   1.06556E-03   1.35825E-03   1.68274E-03   2.02349E-03   2.36494E-03   2.68833E-03   2.94954E-03   3.04810E-03   2.85572E-03
            2.40375E-05   5.80626E-05   9.68596E-05   1.19276E-04   1.18995E-04   1.06714E-04   9.61561E-05   9.28882E-05   9.49551E-05   9.91000E-05   1.04084E-04   1.10349E-04   1.19034E-04   1.31644E-04   1.50181E-04   1.77420E-04   2.17210E-04   2.74736E-04   3.56644E-04   4.70779E-04   6.25222E-04   8.26338E-04   1.07603E-03   1.36938E-03   1.69457E-03   2.03603E-03   2.37813E-03   2.70205E-03   2.96351E-03   3.06167E-03   2.86782E-03
            2.64607E-05   6.39162E-05   1.06623E-04   1.31293E-04   1.30962E-04   1.17401E-04   1.05703E-04   1.01993E-04   1.04104E-04   1.08425E-04   1.13549E-04   1.19903E-04   1.28649E-04   1.41316E-04   1.59918E-04   1.87241E-04   2.27140E-04   2.84815E-04   3.66926E-04   4.81336E-04   6.36144E-04   8.37726E-04   1.08799E-03   1.38198E-03   1.70788E-03   2.05004E-03   2.39277E-03   2.71718E-03   2.97880E-03   3.07644E-03   2.88093E-03

zv          2.14374E-08   8.62386E-08   2.69501E-07   6.69588E-07   1.44126E-06   2.97797E-06   6.37962E-06   1.43085E-05   3.26356E-05   7.42792E-05   1.68203E-04   3.79553E-04   8.54183E-04   1.91669E-03   4.28414E-03   9.52420E-03   2.10134E-02   4.58694E-02   9.86379E-02   2.07741E-01   4.25221E-01   8.37715E-01   1.57023E+00   2.76566E+00   4.52402E+00   6.81480E+00   9.42978E+00   1.20633E+01   1.45373E+01   1.70497E+01   2.01952E+01
            2.14849E-08   8.64317E-08   2.70106E-07   6.71094E-07   1.44451E-06   2.98472E-06   6.39415E-06   1.43413E-05   3.27107E-05   7.44508E-05   1.68593E-04   3.80436E-04   8.56173E-04   1.92117E-03   4.29416E-03   9.54652E-03   2.10627E-02   4.59772E-02   9.88700E-02   2.08231E-01   4.26224E-01   8.39692E-01   1.57394E+00   2.77220E+00   4.53472E+00   6.83092E+00   9.45208E+00   1.20918E+01   1.45717E+01   1.70901E+01   2.02430E+01
            2.15324E-08   8.66248E-08   2.70711E-07   6.72600E-07   1.44776E-06   2.99147E-06   6.40869E-06   1.43741E-05   3.27858E-05   7.46224E-05   1.68983E-04   3.81318E-04   8.58164E-04   1.92564E-03   4.30419E-03   9.56884E-03   2.11120E-02   4.60850E-02   9.91022E-02   2.08720E-01   4.27227E-01   8.41670E-01   1.57765E+00   2.77873E+00   4.54542E+00   6.84703E+00   9.47438E+00   1.21204E+01   1.46061E+01   1.71305E+01   2.02909E+01
            2.15799E-08   8.68179E-08   2.71316E-07   6.74105E-07   1.45101E-06   2.99821E-06   6.42323E-06   1.44069E-05   3.28610E-05   7.47941E-05   1.69373E-04   3.82200E-04   8.60154E-04   1.93012E-03   4.31422E-03   9.59117E-03   2.11613E-02   4.61928E-02   9.93344E-02   2.09210E-01   4.28230E-01   8.43648E-01   1.58136E+00   2.78527E+00   4.55612E+00   6.86316E+00   9.49670E+00   1.21489E+01   1.46405E+01   1.71708E+01   2.03387E+01
            2.16274E-08   8.70110E-08   2.71921E-07   6.75611E-07   1.45426E-06   3.00496E-06   6.43778E-06   1.44397E-05   3.29361E-05   7.49658E-05   1.69763E-04   3.83083E-04   8.62146E-04   1.93460E-03   4.32424E-03   9.61350E-03   2.12107E-02   4.63007E-02   9.95667E-02   2.09700E-01   4.29233E-01   8.45627E-01   1.58507E+00   2.79182E+00   4.56682E+00   6.87928E+00   9.51901E+00   1.21775E+01   1.46750E+01   1.72112E+01   2.03866E+01
            2.16749E-08   8.72041E-08   2.72526E-07   6.77117E-07   1.45751E-06   3.01171E-06   6.45232E-06   1.44725E-05   3.30113E-05   7.51375E-05   1.70153E-04   3.83966E-04   8.64137E-04   1.93908E-03   4.33428E-03   9.63584E-03   2.12601E-02   4.64086E-02   9.97990E-02   2.10190E-01   4.30237E-01   8.47606E-01   1.58878E+00   2.79836E+00   4.57753E+00   6.89541E+00   9.54133E+00   1.22060E+01   1.47094E+01   1.72516E+01   2.04345E+01
            2.17224E-08   8.73972E-08   2.73131E-07   6.78623E-07   1.46076E-06   3.01846E-06   6.46686E-06   1.45053E-05   3.30865E-05   7.53093E-05   1.70543E-04   3.84849E-04   8.66129E-04   1.94356E-03   4.34431E-03   9.65818E-03   2.13094E-02   4.65165E-02   1.00031E-01   2.10679E-01   4.31241E-01   8.49586E-01   1.59249E+00   2.80490E+00   4.58824E+00   6.91155E+00   9.56366E+00   1.22346E+01   1.47438E+01   1.72920E+01   2.04824E+01
            2.17699E-08   8.75903E-08   2.73736E-07   6.80129E-07   1.46401E-06   3.02520E-06   6.48141E-06   1.45381E-05   3.31617E-05   7.54810E-05   1.70933E-04   3.85732E-04   8.68122E-04   1.94804E-03   4.35434E-03   9.68053E-03   2.13588E-02   4.66245E-02   1.00264E-01   2.11170E-01   4.32245E-01   8.51566E-01   1.59621E+00   2.81145E+00   4.59895E+00   6.92769E+00   9.58600E+00   1.22632E+01   1.47783E+01   1.73325E+01   2.05304E+01
            2.18174E-08   8.77834E-08   2.74341E-07   6.81635E-07   1.46726E-06   3.03195E-06   6.49596E-06   1.45710E-05   3.32369E-05   7.56528E-05   1.71324E-04   3.86615E-04   8.70115E-04   1.95252E-03   4.36438E-03   9.70288E-03   2.14082E-02   4.67325E-02   1.00496E-01   2.11660E-01   4.33250E-01   8.53547E-01   1.59992E+00   2.81800E+00   4.60966E+00   6.94383E+00   9.60834E+00   1.22918E+01   1.48127E+01   1.73729E+01   2.05783E+01
            2.18649E-08   8.79765E-08   2.74946E-07   6.83141E-07   1.47051E-06   3.03870E-06   6.51051E-06   1.46038E-05   3.33121E-05   7.58247E-05   1.71714E-04   3.87498E-04   8.72108E-04   1.95700E-03   4.37442E-03   9.72524E-03   2.14576E-02   4.68405E-02   1.00729E-01   2.12150E-01   4.34254E-01   8.55528E-01   1.60364E+00   2.82455E+00   4.62038E+00   6.95998E+00   9.63068E+00   1.23203E+01   1.48472E+01   1.74133E+01   2.06262E+01
            2.19124E-08   8.81697E-08   2.75551E-07   6.84647E-07   1.47376E-06   3.04545E-06   6.52506E-06   1.46366E-05   3.33873E-05   7.59965E-05   1.72104E-04   3.88382E-04   8.74101E-04   1.96149E-03   4.38446E-03   9.74760E-03   2.15070E-02   4.69485E-02   1.00961E-01   2.12641E-01   4.35259E-01   8.57510E-01   1.60736E+00   2.83110E+00   4.63110E+00   6.97613E+00   9.65303E+00   1.23489E+01   1.48816E+01   1.74538E+01   2.06742E+01
            2.19599E-08   8.83628E-08   2.76156E-07   6.86153E-07   1.47701E-06   3.05220E-06   6.53961E-06   1.46694E-05   3.34625E-05   7.61684E-05   1.72495E-04   3.89266E-04   8.76095E-04   1.96597E-03   4.39450E-03   9.76997E-03   2.15565E-02   4.70565E-02   1.01194E-01   2.13131E-01   4.36265E-01   8.59492E-01   1.61108E+00   2.83765E+00   4.64182E+00   6.99228E+00   9.67539E+00   1.23775E+01   1.49161E+01   1.74942E+01   2.07222E+01
            2.20073E-08   8.85559E-08   2.76762E-07   6.87659E-07   1.48026E-06   3.05895E-06   6.55416E-06   1.47023E-05   3.35378E-05   7.63403E-05   1.72885E-04   3.90150E-04   8.78090E-04   1.97045E-03   4.40455E-03   9.79234E-03   2.16059E-02   4.71646E-02   1.01427E-01   2.13622E-01   4.37270E-01   8.61474E-01   1.61479E+00   2.84420E+00   4.65255E+00   7.00844E+00   9.69775E+00   1.24061E+01   1.49506E+01   1.75347E+01   2.07701E+01
            2.20548E-08   8.87490E-08   2.77367E-07   6.89166E-07   1.48351E-06   3.06571E-06   6.56871E-06   1.47351E-05   3.36130E-05   7.65123E-05   1.73276E-04   3.91034E-04   8.80084E-04   1.97494E-03   4.41460E-03   9.81472E-03   2.16554E-02   4.72727E-02   1.01660E-01   2.14113E-01   4.38276E-01   8.63457E-01   1.61851E+00   2.85076E+00   4.66327E+00   7.02461E+00   9.72011E+00   1.24348E+01   1.49851E+01   1.75752E+01   2.08181E+01
            2.21023E-08   8.89422E-08   2.77972E-07   6.90672E-07   1.48677E-06   3.07246E-06   6.58327E-06   1.47679E-05   3.36883E-05   7.66842E-05   1.73667E-04   3.91918E-04   8.82079E-04   1.97943E-03   4.42465E-03   9.83710E-03   2.17048E-02   4.73808E-02   1.01892E-01   2.14604E-01   4.39282E-01   8.65441E-01   1.62224E+00   2.85732E+00   4.67400E+00   7.04077E+00   9.74249E+00   1.24634E+01   1.50196E+01   1.76157E+01   2.08661E+01
            2.21498E-08   8.91353E-08   2.78577E-07   6.92178E-07   1.49002E-06   3.07921E-06   6.59783E-06   1.48008E-05   3.37636E-05   7.68562E-05   1.74058E-04   3.92802E-04   8.84075E-04   1.98392E-03   4.43470E-03   9.85949E-03   2.17543E-02   4.74890E-02   1.02125E-01   2.15095E-01   4.40288E-01   8.67425E-01   1.62596E+00   2.86387E+00   4.68474E+00   7.05694E+00   9.76486E+00   1.24920E+01   1.50541E+01   1.76562E+01   2.09142E+01
            2.21973E-08   8.93285E-08   2.79182E-07   6.93685E-07   1.49327E-06   3.08596E-06   6.61238E-06   1.48336E-05   3.38388E-05   7.70282E-05   1.74448E-04   3.93687E-04   8.86070E-04   1.98840E-03   4.44475E-03   9.88188E-03   2.18038E-02   4.75971E-02   1.02358E-01   2.15586E-01   4.41294E-01   8.69409E-01   1.62968E+00   2.87043E+00   4.69547E+00   7.07312E+00   9.78724E+00   1.25207E+01   1.50886E+01   1.76967E+01   2.09622E+01
